,session,method,gender,emotion,path
546,5,impro,F,ang,546_5_impro_F_ang.wav
547,5,impro,F,ang,547_5_impro_F_ang.wav
548,5,impro,F,ang,548_5_impro_F_ang.wav
549,5,script,F,ang,549_5_script_F_ang.wav
550,5,script,F,ang,550_5_script_F_ang.wav
551,5,script,F,ang,551_5_script_F_ang.wav
552,5,impro,F,ang,552_5_impro_F_ang.wav
553,5,impro,F,ang,553_5_impro_F_ang.wav
554,5,impro,F,ang,554_5_impro_F_ang.wav
555,4,script,F,ang,555_4_script_F_ang.wav
556,4,script,F,ang,556_4_script_F_ang.wav
557,4,script,F,ang,557_4_script_F_ang.wav
558,4,script,F,ang,558_4_script_F_ang.wav
559,4,script,F,ang,559_4_script_F_ang.wav
560,4,script,F,ang,560_4_script_F_ang.wav
561,4,impro,F,ang,561_4_impro_F_ang.wav
562,4,impro,F,ang,562_4_impro_F_ang.wav
563,4,impro,F,ang,563_4_impro_F_ang.wav
564,2,script,F,ang,564_2_script_F_ang.wav
565,2,script,F,ang,565_2_script_F_ang.wav
566,2,script,F,ang,566_2_script_F_ang.wav
567,4,script,M,ang,567_4_script_M_ang.wav
568,4,script,M,ang,568_4_script_M_ang.wav
569,4,script,M,ang,569_4_script_M_ang.wav
570,4,script,M,ang,570_4_script_M_ang.wav
571,4,script,M,ang,571_4_script_M_ang.wav
572,4,script,M,ang,572_4_script_M_ang.wav
573,1,script,F,ang,573_1_script_F_ang.wav
574,1,script,F,ang,574_1_script_F_ang.wav
575,1,script,F,ang,575_1_script_F_ang.wav
576,4,script,M,ang,576_4_script_M_ang.wav
577,4,script,M,ang,577_4_script_M_ang.wav
578,4,script,M,ang,578_4_script_M_ang.wav
579,1,script,F,ang,579_1_script_F_ang.wav
580,1,script,F,ang,580_1_script_F_ang.wav
581,1,script,F,ang,581_1_script_F_ang.wav
582,3,script,M,ang,582_3_script_M_ang.wav
583,3,script,M,ang,583_3_script_M_ang.wav
584,3,script,M,ang,584_3_script_M_ang.wav
585,4,script,M,ang,585_4_script_M_ang.wav
586,4,script,M,ang,586_4_script_M_ang.wav
587,4,script,M,ang,587_4_script_M_ang.wav
588,1,script,M,ang,588_1_script_M_ang.wav
589,1,script,M,ang,589_1_script_M_ang.wav
590,1,script,M,ang,590_1_script_M_ang.wav
591,4,script,M,ang,591_4_script_M_ang.wav
592,4,script,M,ang,592_4_script_M_ang.wav
593,4,script,M,ang,593_4_script_M_ang.wav
594,4,impro,F,ang,594_4_impro_F_ang.wav
595,4,impro,F,ang,595_4_impro_F_ang.wav
596,4,impro,F,ang,596_4_impro_F_ang.wav
597,3,impro,M,ang,597_3_impro_M_ang.wav
598,3,impro,M,ang,598_3_impro_M_ang.wav
599,3,impro,M,ang,599_3_impro_M_ang.wav
600,2,script,F,ang,600_2_script_F_ang.wav
601,2,script,F,ang,601_2_script_F_ang.wav
602,2,script,F,ang,602_2_script_F_ang.wav
603,5,script,F,ang,603_5_script_F_ang.wav
604,5,script,F,ang,604_5_script_F_ang.wav
605,5,script,F,ang,605_5_script_F_ang.wav
606,2,script,M,ang,606_2_script_M_ang.wav
607,2,script,M,ang,607_2_script_M_ang.wav
608,2,script,M,ang,608_2_script_M_ang.wav
609,1,impro,M,ang,609_1_impro_M_ang.wav
610,1,impro,M,ang,610_1_impro_M_ang.wav
611,1,impro,M,ang,611_1_impro_M_ang.wav
612,3,impro,M,ang,612_3_impro_M_ang.wav
613,3,impro,M,ang,613_3_impro_M_ang.wav
614,3,impro,M,ang,614_3_impro_M_ang.wav
615,1,script,F,ang,615_1_script_F_ang.wav
616,1,script,F,ang,616_1_script_F_ang.wav
617,1,script,F,ang,617_1_script_F_ang.wav
618,3,script,F,ang,618_3_script_F_ang.wav
619,3,script,F,ang,619_3_script_F_ang.wav
620,3,script,F,ang,620_3_script_F_ang.wav
621,3,impro,M,ang,621_3_impro_M_ang.wav
622,3,impro,M,ang,622_3_impro_M_ang.wav
623,3,impro,M,ang,623_3_impro_M_ang.wav
624,5,script,M,ang,624_5_script_M_ang.wav
625,5,script,M,ang,625_5_script_M_ang.wav
626,5,script,M,ang,626_5_script_M_ang.wav
627,2,script,M,ang,627_2_script_M_ang.wav
628,2,script,M,ang,628_2_script_M_ang.wav
629,2,script,M,ang,629_2_script_M_ang.wav
630,2,script,M,ang,630_2_script_M_ang.wav
631,2,script,M,ang,631_2_script_M_ang.wav
632,2,script,M,ang,632_2_script_M_ang.wav
633,5,script,F,ang,633_5_script_F_ang.wav
634,5,script,F,ang,634_5_script_F_ang.wav
635,5,script,F,ang,635_5_script_F_ang.wav
636,3,script,F,ang,636_3_script_F_ang.wav
637,3,script,F,ang,637_3_script_F_ang.wav
638,3,script,F,ang,638_3_script_F_ang.wav
639,1,script,F,ang,639_1_script_F_ang.wav
640,1,script,F,ang,640_1_script_F_ang.wav
641,1,script,F,ang,641_1_script_F_ang.wav
642,1,script,M,ang,642_1_script_M_ang.wav
643,1,script,M,ang,643_1_script_M_ang.wav
644,1,script,M,ang,644_1_script_M_ang.wav
645,3,script,M,ang,645_3_script_M_ang.wav
646,3,script,M,ang,646_3_script_M_ang.wav
647,3,script,M,ang,647_3_script_M_ang.wav
648,5,script,F,ang,648_5_script_F_ang.wav
649,5,script,F,ang,649_5_script_F_ang.wav
650,5,script,F,ang,650_5_script_F_ang.wav
651,5,script,F,ang,651_5_script_F_ang.wav
652,5,script,F,ang,652_5_script_F_ang.wav
653,5,script,F,ang,653_5_script_F_ang.wav
654,1,script,M,ang,654_1_script_M_ang.wav
655,1,script,M,ang,655_1_script_M_ang.wav
656,1,script,M,ang,656_1_script_M_ang.wav
657,2,script,M,ang,657_2_script_M_ang.wav
658,2,script,M,ang,658_2_script_M_ang.wav
659,2,script,M,ang,659_2_script_M_ang.wav
660,5,script,F,ang,660_5_script_F_ang.wav
661,5,script,F,ang,661_5_script_F_ang.wav
662,5,script,F,ang,662_5_script_F_ang.wav
663,4,script,M,ang,663_4_script_M_ang.wav
664,4,script,M,ang,664_4_script_M_ang.wav
665,4,script,M,ang,665_4_script_M_ang.wav
666,1,script,M,ang,666_1_script_M_ang.wav
667,1,script,M,ang,667_1_script_M_ang.wav
668,1,script,M,ang,668_1_script_M_ang.wav
669,1,script,M,ang,669_1_script_M_ang.wav
670,1,script,M,ang,670_1_script_M_ang.wav
671,1,script,M,ang,671_1_script_M_ang.wav
672,4,impro,F,ang,672_4_impro_F_ang.wav
673,4,impro,F,ang,673_4_impro_F_ang.wav
674,4,impro,F,ang,674_4_impro_F_ang.wav
675,4,script,M,ang,675_4_script_M_ang.wav
676,4,script,M,ang,676_4_script_M_ang.wav
677,4,script,M,ang,677_4_script_M_ang.wav
678,1,script,M,ang,678_1_script_M_ang.wav
679,1,script,M,ang,679_1_script_M_ang.wav
680,1,script,M,ang,680_1_script_M_ang.wav
681,4,script,M,ang,681_4_script_M_ang.wav
682,4,script,M,ang,682_4_script_M_ang.wav
683,4,script,M,ang,683_4_script_M_ang.wav
684,5,script,F,ang,684_5_script_F_ang.wav
685,5,script,F,ang,685_5_script_F_ang.wav
686,5,script,F,ang,686_5_script_F_ang.wav
687,4,script,F,ang,687_4_script_F_ang.wav
688,4,script,F,ang,688_4_script_F_ang.wav
689,4,script,F,ang,689_4_script_F_ang.wav
690,1,script,M,ang,690_1_script_M_ang.wav
691,1,script,M,ang,691_1_script_M_ang.wav
692,1,script,M,ang,692_1_script_M_ang.wav
693,3,impro,M,ang,693_3_impro_M_ang.wav
694,3,impro,M,ang,694_3_impro_M_ang.wav
695,3,impro,M,ang,695_3_impro_M_ang.wav
696,4,script,F,ang,696_4_script_F_ang.wav
697,4,script,F,ang,697_4_script_F_ang.wav
698,4,script,F,ang,698_4_script_F_ang.wav
699,4,script,F,ang,699_4_script_F_ang.wav
700,4,script,F,ang,700_4_script_F_ang.wav
701,4,script,F,ang,701_4_script_F_ang.wav
702,1,script,F,ang,702_1_script_F_ang.wav
703,1,script,F,ang,703_1_script_F_ang.wav
704,1,script,F,ang,704_1_script_F_ang.wav
705,2,script,M,ang,705_2_script_M_ang.wav
706,2,script,M,ang,706_2_script_M_ang.wav
707,2,script,M,ang,707_2_script_M_ang.wav
708,2,script,F,ang,708_2_script_F_ang.wav
709,2,script,F,ang,709_2_script_F_ang.wav
710,2,script,F,ang,710_2_script_F_ang.wav
711,1,impro,F,ang,711_1_impro_F_ang.wav
712,1,impro,F,ang,712_1_impro_F_ang.wav
713,1,impro,F,ang,713_1_impro_F_ang.wav
714,2,script,F,ang,714_2_script_F_ang.wav
715,2,script,F,ang,715_2_script_F_ang.wav
716,2,script,F,ang,716_2_script_F_ang.wav
717,4,script,M,ang,717_4_script_M_ang.wav
718,4,script,M,ang,718_4_script_M_ang.wav
719,4,script,M,ang,719_4_script_M_ang.wav
720,4,script,M,ang,720_4_script_M_ang.wav
721,4,script,M,ang,721_4_script_M_ang.wav
722,4,script,M,ang,722_4_script_M_ang.wav
723,3,script,F,ang,723_3_script_F_ang.wav
724,3,script,F,ang,724_3_script_F_ang.wav
725,3,script,F,ang,725_3_script_F_ang.wav
726,4,script,M,ang,726_4_script_M_ang.wav
727,4,script,M,ang,727_4_script_M_ang.wav
728,4,script,M,ang,728_4_script_M_ang.wav
729,5,script,M,ang,729_5_script_M_ang.wav
730,5,script,M,ang,730_5_script_M_ang.wav
731,5,script,M,ang,731_5_script_M_ang.wav
732,1,script,M,ang,732_1_script_M_ang.wav
733,1,script,M,ang,733_1_script_M_ang.wav
734,1,script,M,ang,734_1_script_M_ang.wav
735,4,script,F,ang,735_4_script_F_ang.wav
736,4,script,F,ang,736_4_script_F_ang.wav
737,4,script,F,ang,737_4_script_F_ang.wav
738,5,script,F,ang,738_5_script_F_ang.wav
739,5,script,F,ang,739_5_script_F_ang.wav
740,5,script,F,ang,740_5_script_F_ang.wav
741,5,script,F,ang,741_5_script_F_ang.wav
742,5,script,F,ang,742_5_script_F_ang.wav
743,5,script,F,ang,743_5_script_F_ang.wav
744,1,impro,M,ang,744_1_impro_M_ang.wav
745,1,impro,M,ang,745_1_impro_M_ang.wav
746,1,impro,M,ang,746_1_impro_M_ang.wav
747,5,script,M,ang,747_5_script_M_ang.wav
748,5,script,M,ang,748_5_script_M_ang.wav
749,5,script,M,ang,749_5_script_M_ang.wav
750,2,script,M,ang,750_2_script_M_ang.wav
751,2,script,M,ang,751_2_script_M_ang.wav
752,2,script,M,ang,752_2_script_M_ang.wav
753,1,script,F,ang,753_1_script_F_ang.wav
754,1,script,F,ang,754_1_script_F_ang.wav
755,1,script,F,ang,755_1_script_F_ang.wav
756,4,impro,M,ang,756_4_impro_M_ang.wav
757,4,impro,M,ang,757_4_impro_M_ang.wav
758,4,impro,M,ang,758_4_impro_M_ang.wav
759,3,script,M,ang,759_3_script_M_ang.wav
760,3,script,M,ang,760_3_script_M_ang.wav
761,3,script,M,ang,761_3_script_M_ang.wav
762,3,script,M,ang,762_3_script_M_ang.wav
763,3,script,M,ang,763_3_script_M_ang.wav
764,3,script,M,ang,764_3_script_M_ang.wav
765,1,script,M,ang,765_1_script_M_ang.wav
766,1,script,M,ang,766_1_script_M_ang.wav
767,1,script,M,ang,767_1_script_M_ang.wav
768,4,impro,M,ang,768_4_impro_M_ang.wav
769,4,impro,M,ang,769_4_impro_M_ang.wav
770,4,impro,M,ang,770_4_impro_M_ang.wav
771,1,impro,F,ang,771_1_impro_F_ang.wav
772,1,impro,F,ang,772_1_impro_F_ang.wav
773,1,impro,F,ang,773_1_impro_F_ang.wav
774,1,script,F,ang,774_1_script_F_ang.wav
775,1,script,F,ang,775_1_script_F_ang.wav
776,1,script,F,ang,776_1_script_F_ang.wav
777,5,script,M,ang,777_5_script_M_ang.wav
778,5,script,M,ang,778_5_script_M_ang.wav
779,5,script,M,ang,779_5_script_M_ang.wav
780,5,script,M,ang,780_5_script_M_ang.wav
781,5,script,M,ang,781_5_script_M_ang.wav
782,5,script,M,ang,782_5_script_M_ang.wav
783,5,script,M,ang,783_5_script_M_ang.wav
784,5,script,M,ang,784_5_script_M_ang.wav
785,5,script,M,ang,785_5_script_M_ang.wav
786,3,script,M,ang,786_3_script_M_ang.wav
787,3,script,M,ang,787_3_script_M_ang.wav
788,3,script,M,ang,788_3_script_M_ang.wav
789,3,script,M,ang,789_3_script_M_ang.wav
790,3,script,M,ang,790_3_script_M_ang.wav
791,3,script,M,ang,791_3_script_M_ang.wav
792,1,script,M,ang,792_1_script_M_ang.wav
793,1,script,M,ang,793_1_script_M_ang.wav
794,1,script,M,ang,794_1_script_M_ang.wav
795,1,script,M,ang,795_1_script_M_ang.wav
796,1,script,M,ang,796_1_script_M_ang.wav
797,1,script,M,ang,797_1_script_M_ang.wav
798,3,script,M,ang,798_3_script_M_ang.wav
799,3,script,M,ang,799_3_script_M_ang.wav
800,3,script,M,ang,800_3_script_M_ang.wav
801,2,script,M,ang,801_2_script_M_ang.wav
802,2,script,M,ang,802_2_script_M_ang.wav
803,2,script,M,ang,803_2_script_M_ang.wav
804,5,script,F,ang,804_5_script_F_ang.wav
805,5,script,F,ang,805_5_script_F_ang.wav
806,5,script,F,ang,806_5_script_F_ang.wav
807,4,script,F,ang,807_4_script_F_ang.wav
808,4,script,F,ang,808_4_script_F_ang.wav
809,4,script,F,ang,809_4_script_F_ang.wav
810,1,script,M,ang,810_1_script_M_ang.wav
811,1,script,M,ang,811_1_script_M_ang.wav
812,1,script,M,ang,812_1_script_M_ang.wav
813,1,script,M,ang,813_1_script_M_ang.wav
814,1,script,M,ang,814_1_script_M_ang.wav
815,1,script,M,ang,815_1_script_M_ang.wav
816,5,script,M,ang,816_5_script_M_ang.wav
817,5,script,M,ang,817_5_script_M_ang.wav
818,5,script,M,ang,818_5_script_M_ang.wav
819,4,script,F,ang,819_4_script_F_ang.wav
820,4,script,F,ang,820_4_script_F_ang.wav
821,4,script,F,ang,821_4_script_F_ang.wav
822,5,impro,F,ang,822_5_impro_F_ang.wav
823,5,impro,F,ang,823_5_impro_F_ang.wav
824,5,impro,F,ang,824_5_impro_F_ang.wav
825,1,impro,M,ang,825_1_impro_M_ang.wav
826,1,impro,M,ang,826_1_impro_M_ang.wav
827,1,impro,M,ang,827_1_impro_M_ang.wav
828,2,impro,F,ang,828_2_impro_F_ang.wav
829,2,impro,F,ang,829_2_impro_F_ang.wav
830,2,impro,F,ang,830_2_impro_F_ang.wav
831,3,script,F,ang,831_3_script_F_ang.wav
832,3,script,F,ang,832_3_script_F_ang.wav
833,3,script,F,ang,833_3_script_F_ang.wav
834,1,script,M,ang,834_1_script_M_ang.wav
835,1,script,M,ang,835_1_script_M_ang.wav
836,1,script,M,ang,836_1_script_M_ang.wav
837,3,impro,M,ang,837_3_impro_M_ang.wav
838,3,impro,M,ang,838_3_impro_M_ang.wav
839,3,impro,M,ang,839_3_impro_M_ang.wav
840,3,impro,M,ang,840_3_impro_M_ang.wav
841,3,impro,M,ang,841_3_impro_M_ang.wav
842,3,impro,M,ang,842_3_impro_M_ang.wav
843,4,script,M,ang,843_4_script_M_ang.wav
844,4,script,M,ang,844_4_script_M_ang.wav
845,4,script,M,ang,845_4_script_M_ang.wav
846,3,impro,M,ang,846_3_impro_M_ang.wav
847,3,impro,M,ang,847_3_impro_M_ang.wav
848,3,impro,M,ang,848_3_impro_M_ang.wav
849,2,script,F,ang,849_2_script_F_ang.wav
850,2,script,F,ang,850_2_script_F_ang.wav
851,2,script,F,ang,851_2_script_F_ang.wav
852,4,impro,M,ang,852_4_impro_M_ang.wav
853,4,impro,M,ang,853_4_impro_M_ang.wav
854,4,impro,M,ang,854_4_impro_M_ang.wav
855,4,script,M,ang,855_4_script_M_ang.wav
856,4,script,M,ang,856_4_script_M_ang.wav
857,4,script,M,ang,857_4_script_M_ang.wav
858,2,script,M,ang,858_2_script_M_ang.wav
859,2,script,M,ang,859_2_script_M_ang.wav
860,2,script,M,ang,860_2_script_M_ang.wav
861,4,script,F,ang,861_4_script_F_ang.wav
862,4,script,F,ang,862_4_script_F_ang.wav
863,4,script,F,ang,863_4_script_F_ang.wav
864,4,script,F,ang,864_4_script_F_ang.wav
865,4,script,F,ang,865_4_script_F_ang.wav
866,4,script,F,ang,866_4_script_F_ang.wav
867,3,impro,M,ang,867_3_impro_M_ang.wav
868,3,impro,M,ang,868_3_impro_M_ang.wav
869,3,impro,M,ang,869_3_impro_M_ang.wav
870,3,script,F,ang,870_3_script_F_ang.wav
871,3,script,F,ang,871_3_script_F_ang.wav
872,3,script,F,ang,872_3_script_F_ang.wav
873,4,script,M,ang,873_4_script_M_ang.wav
874,4,script,M,ang,874_4_script_M_ang.wav
875,4,script,M,ang,875_4_script_M_ang.wav
876,4,impro,F,ang,876_4_impro_F_ang.wav
877,4,impro,F,ang,877_4_impro_F_ang.wav
878,4,impro,F,ang,878_4_impro_F_ang.wav
879,1,script,F,ang,879_1_script_F_ang.wav
880,1,script,F,ang,880_1_script_F_ang.wav
881,1,script,F,ang,881_1_script_F_ang.wav
882,4,script,F,ang,882_4_script_F_ang.wav
883,4,script,F,ang,883_4_script_F_ang.wav
884,4,script,F,ang,884_4_script_F_ang.wav
885,4,script,M,ang,885_4_script_M_ang.wav
886,4,script,M,ang,886_4_script_M_ang.wav
887,4,script,M,ang,887_4_script_M_ang.wav
888,2,script,F,ang,888_2_script_F_ang.wav
889,2,script,F,ang,889_2_script_F_ang.wav
890,2,script,F,ang,890_2_script_F_ang.wav
891,1,impro,F,ang,891_1_impro_F_ang.wav
892,1,impro,F,ang,892_1_impro_F_ang.wav
893,1,impro,F,ang,893_1_impro_F_ang.wav
894,4,script,F,ang,894_4_script_F_ang.wav
895,4,script,F,ang,895_4_script_F_ang.wav
896,4,script,F,ang,896_4_script_F_ang.wav
897,4,script,M,ang,897_4_script_M_ang.wav
898,4,script,M,ang,898_4_script_M_ang.wav
899,4,script,M,ang,899_4_script_M_ang.wav
900,2,script,M,ang,900_2_script_M_ang.wav
901,2,script,M,ang,901_2_script_M_ang.wav
902,2,script,M,ang,902_2_script_M_ang.wav
903,4,script,F,ang,903_4_script_F_ang.wav
904,4,script,F,ang,904_4_script_F_ang.wav
905,4,script,F,ang,905_4_script_F_ang.wav
906,1,script,F,ang,906_1_script_F_ang.wav
907,1,script,F,ang,907_1_script_F_ang.wav
908,1,script,F,ang,908_1_script_F_ang.wav
909,1,script,M,ang,909_1_script_M_ang.wav
910,1,script,M,ang,910_1_script_M_ang.wav
911,1,script,M,ang,911_1_script_M_ang.wav
912,5,script,M,ang,912_5_script_M_ang.wav
913,5,script,M,ang,913_5_script_M_ang.wav
914,5,script,M,ang,914_5_script_M_ang.wav
915,4,script,M,ang,915_4_script_M_ang.wav
916,4,script,M,ang,916_4_script_M_ang.wav
917,4,script,M,ang,917_4_script_M_ang.wav
918,1,impro,F,ang,918_1_impro_F_ang.wav
919,1,impro,F,ang,919_1_impro_F_ang.wav
920,1,impro,F,ang,920_1_impro_F_ang.wav
921,2,script,M,ang,921_2_script_M_ang.wav
922,2,script,M,ang,922_2_script_M_ang.wav
923,2,script,M,ang,923_2_script_M_ang.wav
924,1,impro,M,ang,924_1_impro_M_ang.wav
925,1,impro,M,ang,925_1_impro_M_ang.wav
926,1,impro,M,ang,926_1_impro_M_ang.wav
927,3,script,M,ang,927_3_script_M_ang.wav
928,3,script,M,ang,928_3_script_M_ang.wav
929,3,script,M,ang,929_3_script_M_ang.wav
930,5,script,M,ang,930_5_script_M_ang.wav
931,5,script,M,ang,931_5_script_M_ang.wav
932,5,script,M,ang,932_5_script_M_ang.wav
933,4,script,M,ang,933_4_script_M_ang.wav
934,4,script,M,ang,934_4_script_M_ang.wav
935,4,script,M,ang,935_4_script_M_ang.wav
936,1,impro,F,ang,936_1_impro_F_ang.wav
937,1,impro,F,ang,937_1_impro_F_ang.wav
938,1,impro,F,ang,938_1_impro_F_ang.wav
939,4,script,M,ang,939_4_script_M_ang.wav
940,4,script,M,ang,940_4_script_M_ang.wav
941,4,script,M,ang,941_4_script_M_ang.wav
942,4,impro,F,ang,942_4_impro_F_ang.wav
943,4,impro,F,ang,943_4_impro_F_ang.wav
944,4,impro,F,ang,944_4_impro_F_ang.wav
945,2,script,F,ang,945_2_script_F_ang.wav
946,2,script,F,ang,946_2_script_F_ang.wav
947,2,script,F,ang,947_2_script_F_ang.wav
948,3,script,F,ang,948_3_script_F_ang.wav
949,3,script,F,ang,949_3_script_F_ang.wav
950,3,script,F,ang,950_3_script_F_ang.wav
951,3,impro,M,ang,951_3_impro_M_ang.wav
952,3,impro,M,ang,952_3_impro_M_ang.wav
953,3,impro,M,ang,953_3_impro_M_ang.wav
954,3,script,M,ang,954_3_script_M_ang.wav
955,3,script,M,ang,955_3_script_M_ang.wav
956,3,script,M,ang,956_3_script_M_ang.wav
957,1,script,M,ang,957_1_script_M_ang.wav
958,1,script,M,ang,958_1_script_M_ang.wav
959,1,script,M,ang,959_1_script_M_ang.wav
960,1,impro,F,ang,960_1_impro_F_ang.wav
961,1,impro,F,ang,961_1_impro_F_ang.wav
962,1,impro,F,ang,962_1_impro_F_ang.wav
963,4,script,M,ang,963_4_script_M_ang.wav
964,4,script,M,ang,964_4_script_M_ang.wav
965,4,script,M,ang,965_4_script_M_ang.wav
966,3,script,M,ang,966_3_script_M_ang.wav
967,3,script,M,ang,967_3_script_M_ang.wav
968,3,script,M,ang,968_3_script_M_ang.wav
969,5,script,F,ang,969_5_script_F_ang.wav
970,5,script,F,ang,970_5_script_F_ang.wav
971,5,script,F,ang,971_5_script_F_ang.wav
972,5,script,M,ang,972_5_script_M_ang.wav
973,5,script,M,ang,973_5_script_M_ang.wav
974,5,script,M,ang,974_5_script_M_ang.wav
975,5,script,F,ang,975_5_script_F_ang.wav
976,5,script,F,ang,976_5_script_F_ang.wav
977,5,script,F,ang,977_5_script_F_ang.wav
978,1,script,M,ang,978_1_script_M_ang.wav
979,1,script,M,ang,979_1_script_M_ang.wav
980,1,script,M,ang,980_1_script_M_ang.wav
981,4,script,F,ang,981_4_script_F_ang.wav
982,4,script,F,ang,982_4_script_F_ang.wav
983,4,script,F,ang,983_4_script_F_ang.wav
984,2,script,F,ang,984_2_script_F_ang.wav
985,2,script,F,ang,985_2_script_F_ang.wav
986,2,script,F,ang,986_2_script_F_ang.wav
987,5,script,M,ang,987_5_script_M_ang.wav
988,5,script,M,ang,988_5_script_M_ang.wav
989,5,script,M,ang,989_5_script_M_ang.wav
990,2,script,M,ang,990_2_script_M_ang.wav
991,2,script,M,ang,991_2_script_M_ang.wav
992,2,script,M,ang,992_2_script_M_ang.wav
993,2,script,M,ang,993_2_script_M_ang.wav
994,2,script,M,ang,994_2_script_M_ang.wav
995,2,script,M,ang,995_2_script_M_ang.wav
996,5,script,M,ang,996_5_script_M_ang.wav
997,5,script,M,ang,997_5_script_M_ang.wav
998,5,script,M,ang,998_5_script_M_ang.wav
999,4,impro,F,ang,999_4_impro_F_ang.wav
1000,4,impro,F,ang,1000_4_impro_F_ang.wav
1001,4,impro,F,ang,1001_4_impro_F_ang.wav
1002,3,script,F,ang,1002_3_script_F_ang.wav
1003,3,script,F,ang,1003_3_script_F_ang.wav
1004,3,script,F,ang,1004_3_script_F_ang.wav
1005,1,impro,M,ang,1005_1_impro_M_ang.wav
1006,1,impro,M,ang,1006_1_impro_M_ang.wav
1007,1,impro,M,ang,1007_1_impro_M_ang.wav
1008,4,script,F,ang,1008_4_script_F_ang.wav
1009,4,script,F,ang,1009_4_script_F_ang.wav
1010,4,script,F,ang,1010_4_script_F_ang.wav
1011,2,script,F,ang,1011_2_script_F_ang.wav
1012,2,script,F,ang,1012_2_script_F_ang.wav
1013,2,script,F,ang,1013_2_script_F_ang.wav
1014,5,script,F,ang,1014_5_script_F_ang.wav
1015,5,script,F,ang,1015_5_script_F_ang.wav
1016,5,script,F,ang,1016_5_script_F_ang.wav
1017,3,impro,M,ang,1017_3_impro_M_ang.wav
1018,3,impro,M,ang,1018_3_impro_M_ang.wav
1019,3,impro,M,ang,1019_3_impro_M_ang.wav
1020,4,impro,F,ang,1020_4_impro_F_ang.wav
1021,4,impro,F,ang,1021_4_impro_F_ang.wav
1022,4,impro,F,ang,1022_4_impro_F_ang.wav
1023,2,script,M,ang,1023_2_script_M_ang.wav
1024,2,script,M,ang,1024_2_script_M_ang.wav
1025,2,script,M,ang,1025_2_script_M_ang.wav
1026,1,script,M,ang,1026_1_script_M_ang.wav
1027,1,script,M,ang,1027_1_script_M_ang.wav
1028,1,script,M,ang,1028_1_script_M_ang.wav
1029,1,impro,F,ang,1029_1_impro_F_ang.wav
1030,1,impro,F,ang,1030_1_impro_F_ang.wav
1031,1,impro,F,ang,1031_1_impro_F_ang.wav
1032,4,script,M,ang,1032_4_script_M_ang.wav
1033,4,script,M,ang,1033_4_script_M_ang.wav
1034,4,script,M,ang,1034_4_script_M_ang.wav
1035,3,script,M,ang,1035_3_script_M_ang.wav
1036,3,script,M,ang,1036_3_script_M_ang.wav
1037,3,script,M,ang,1037_3_script_M_ang.wav
1038,1,script,F,ang,1038_1_script_F_ang.wav
1039,1,script,F,ang,1039_1_script_F_ang.wav
1040,1,script,F,ang,1040_1_script_F_ang.wav
1041,4,script,F,ang,1041_4_script_F_ang.wav
1042,4,script,F,ang,1042_4_script_F_ang.wav
1043,4,script,F,ang,1043_4_script_F_ang.wav
1044,2,script,M,ang,1044_2_script_M_ang.wav
1045,2,script,M,ang,1045_2_script_M_ang.wav
1046,2,script,M,ang,1046_2_script_M_ang.wav
1047,3,script,M,ang,1047_3_script_M_ang.wav
1048,3,script,M,ang,1048_3_script_M_ang.wav
1049,3,script,M,ang,1049_3_script_M_ang.wav
1050,5,script,F,ang,1050_5_script_F_ang.wav
1051,5,script,F,ang,1051_5_script_F_ang.wav
1052,5,script,F,ang,1052_5_script_F_ang.wav
1053,1,script,M,ang,1053_1_script_M_ang.wav
1054,1,script,M,ang,1054_1_script_M_ang.wav
1055,1,script,M,ang,1055_1_script_M_ang.wav
1056,5,script,M,ang,1056_5_script_M_ang.wav
1057,5,script,M,ang,1057_5_script_M_ang.wav
1058,5,script,M,ang,1058_5_script_M_ang.wav
1059,5,script,M,ang,1059_5_script_M_ang.wav
1060,5,script,M,ang,1060_5_script_M_ang.wav
1061,5,script,M,ang,1061_5_script_M_ang.wav
1062,5,script,F,ang,1062_5_script_F_ang.wav
1063,5,script,F,ang,1063_5_script_F_ang.wav
1064,5,script,F,ang,1064_5_script_F_ang.wav
1065,2,script,M,ang,1065_2_script_M_ang.wav
1066,2,script,M,ang,1066_2_script_M_ang.wav
1067,2,script,M,ang,1067_2_script_M_ang.wav
1068,5,script,M,ang,1068_5_script_M_ang.wav
1069,5,script,M,ang,1069_5_script_M_ang.wav
1070,5,script,M,ang,1070_5_script_M_ang.wav
1071,1,script,M,ang,1071_1_script_M_ang.wav
1072,1,script,M,ang,1072_1_script_M_ang.wav
1073,1,script,M,ang,1073_1_script_M_ang.wav
1074,4,script,M,ang,1074_4_script_M_ang.wav
1075,4,script,M,ang,1075_4_script_M_ang.wav
1076,4,script,M,ang,1076_4_script_M_ang.wav
1077,3,impro,F,ang,1077_3_impro_F_ang.wav
1078,3,impro,F,ang,1078_3_impro_F_ang.wav
1079,3,impro,F,ang,1079_3_impro_F_ang.wav
1080,2,script,F,ang,1080_2_script_F_ang.wav
1081,2,script,F,ang,1081_2_script_F_ang.wav
1082,2,script,F,ang,1082_2_script_F_ang.wav
1083,1,script,F,ang,1083_1_script_F_ang.wav
1084,1,script,F,ang,1084_1_script_F_ang.wav
